id,source,target,weight,label
2945,119,212,0.95,230
2946,119,515,0.92,-1
2947,119,113,0.93,-1
2948,119,101,0.93,-1
2949,119,324,0.94,-1
2950,119,280,0.95,230
2951,119,141,0.95,230
2952,119,381,0.91,-1
2953,119,496,0.91,-1
2954,119,541,0.93,-1
2955,426,280,0.91,230
2956,426,141,0.92,230
2957,387,224,0.93,-1
2958,387,405,0.91,-1
2959,387,374,0.94,-1
2960,387,153,0.9,-1
2961,387,179,0.9,-1
2962,387,328,0.91,88
2963,387,523,0.91,-1
2964,387,529,0.9,-1
2965,212,361,0.9,-1
2966,212,94,0.91,-1
2967,212,515,0.96,-1
2968,212,113,0.96,-1
2969,212,324,0.91,-1
2970,212,141,0.97,230
2971,212,333,0.93,-1
2972,212,201,0.9,-1
2973,212,226,0.92,-1
2974,212,381,0.93,-1
2975,212,486,0.91,-1
2976,212,441,0.91,-1
2977,212,478,0.95,-1
2978,212,496,0.96,-1
2979,212,541,0.91,-1
2980,487,467,0.94,260
2981,444,509,0.91,-1
2982,62,381,0.9,-1
2983,62,486,0.9,-1
2984,463,74,0.92,-1
2985,463,459,0.94,-1
2986,463,494,0.92,-1
2987,463,94,0.94,-1
2988,463,515,0.91,-1
2989,463,113,0.94,-1
2990,463,101,0.91,-1
2991,463,324,0.94,-1
2992,463,396,0.92,-1
2993,463,201,0.94,224
2994,463,512,0.97,-1
2995,463,420,0.9,-1
2996,463,395,0.92,-1
2997,463,277,0.91,-1
2998,463,286,0.96,224
2999,463,381,0.99,224
3000,463,486,0.99,224
3001,463,398,0.94,-1
3002,463,496,0.92,-1
3003,463,541,0.97,224
3004,317,104,0.91,-1
3005,317,371,0.92,-1
3006,68,88,0.93,-1
3007,68,112,0.94,-1
3008,68,90,0.95,-1
3009,68,103,0.92,-1
3010,68,305,0.96,-1
3011,68,475,0.93,-1
3012,68,116,0.91,-1
3013,68,388,0.91,-1
3014,68,131,0.91,-1
3015,68,178,0.9,-1
3016,68,228,0.93,-1
3017,68,376,0.9,-1
3018,68,485,0.92,-1
3019,80,244,0.91,-1
3020,80,88,0.93,-1
3021,80,112,0.95,-1
3022,80,90,0.94,-1
3023,80,103,0.94,-1
3024,80,305,0.97,-1
3025,80,475,0.94,-1
3026,80,116,0.94,-1
3027,80,388,0.92,-1
3028,80,178,0.92,-1
3029,80,199,0.91,-1
3030,80,228,0.94,-1
3031,80,485,0.93,-1
3032,80,491,0.91,-1
3033,456,391,0.9,-1
3034,71,543,0.94,209
3035,71,488,0.94,-1
3036,192,393,0.9,-1
3037,74,459,0.93,-1
3038,74,175,0.91,-1
3039,74,512,0.92,-1
3040,74,420,0.94,-1
3041,74,286,0.9,-1
3042,181,459,0.94,-1
3043,181,494,0.91,-1
3044,181,94,0.9,-1
3045,181,448,0.9,-1
3046,181,201,0.9,224
3047,181,512,0.94,-1
3048,181,420,0.94,-1
3049,181,395,0.94,-1
3050,181,277,0.91,-1
3051,181,286,0.94,224
3052,181,381,0.95,224
3053,181,486,0.95,224
3054,181,398,0.93,-1
3055,181,541,0.93,224
3056,240,81,0.92,-1
3057,240,93,0.95,-1
3058,240,300,0.97,-1
3059,240,399,0.94,-1
3060,240,140,0.94,-1
3061,240,176,0.9,-1
3062,240,193,0.91,-1
3063,240,239,0.98,-1
3064,240,302,0.94,-1
3065,240,328,0.97,-1
3066,240,330,0.94,-1
3067,240,350,0.99,92
3068,240,434,0.91,-1
3069,240,483,0.97,92
3070,240,523,0.97,92
3071,240,547,0.93,-1
3072,87,81,0.94,-1
3073,87,93,0.94,-1
3074,87,300,0.96,-1
3075,87,399,0.93,-1
3076,87,140,0.94,-1
3077,87,193,0.91,-1
3078,87,239,0.97,-1
3079,87,302,0.93,-1
3080,87,328,0.96,-1
3081,87,330,0.93,-1
3082,87,350,0.97,92
3083,87,354,0.98,92
3084,87,483,0.95,92
3085,87,523,0.95,92
3086,87,547,0.93,-1
3087,75,148,0.91,-1
3088,213,416,0.93,266
3089,361,233,0.97,228
3090,361,94,0.94,228
3091,361,515,0.96,228
3092,361,113,0.97,228
3093,361,501,0.94,-1
3094,361,452,0.96,-1
3095,361,124,0.97,-1
3096,361,141,0.91,-1
3097,361,204,0.91,-1
3098,361,201,0.92,-1
3099,361,512,0.95,228
3100,361,215,0.94,-1
3101,361,357,0.93,-1
3102,361,306,0.94,-1
3103,361,226,0.94,-1
3104,361,486,0.9,-1
3105,361,398,0.92,228
3106,361,441,0.94,-1
3107,361,461,0.97,228
3108,361,478,0.94,228
3109,361,496,0.96,228
3110,81,93,0.95,-1
3111,81,300,0.95,-1
3112,81,399,0.93,-1
3113,81,136,0.91,-1
3114,81,140,0.91,-1
3115,81,239,0.93,-1
3116,81,302,0.93,-1
3117,81,328,0.9,-1
3118,81,330,0.96,91
3119,81,350,0.9,-1
3120,81,354,0.92,-1
3121,81,523,0.91,-1
3122,81,540,0.91,-1
3123,81,545,0.94,-1
3124,81,547,0.92,-1
3125,197,320,0.92,-1
3126,197,235,0.93,-1
3127,197,350,0.9,92
3128,197,483,0.93,92
3129,197,529,0.93,92
3130,459,233,0.94,-1
3131,459,94,0.95,-1
3132,459,515,0.9,-1
3133,459,448,0.98,217
3134,459,201,0.92,-1
3135,459,512,0.96,-1
3136,459,256,0.91,-1
3137,459,420,0.97,217
3138,459,395,0.95,217
3139,459,260,0.91,-1
3140,459,277,0.92,-1
3141,459,286,0.96,-1
3142,459,352,0.91,-1
3143,459,381,0.9,-1
3144,459,486,0.92,-1
3145,459,398,0.94,-1
3146,459,461,0.93,-1
3147,233,494,0.93,-1
3148,233,94,0.96,228
3149,233,515,0.94,228
3150,233,113,0.93,228
3151,233,501,0.91,-1
3152,233,452,0.94,-1
3153,233,124,0.94,-1
3154,233,204,0.93,-1
3155,233,448,0.93,-1
3156,233,201,0.9,-1
3157,233,512,0.94,228
3158,233,215,0.97,-1
3159,233,357,0.98,-1
3160,233,306,0.98,-1
3161,233,226,0.93,-1
3162,233,402,0.94,-1
3163,233,260,0.91,-1
3164,233,286,0.91,-1
3165,233,352,0.93,-1
3166,233,398,0.93,228
3167,233,441,0.93,-1
3168,233,496,0.93,228
3169,494,94,0.97,-1
3170,494,515,0.91,-1
3171,494,201,0.91,-1
3172,494,512,0.94,-1
3173,494,215,0.91,-1
3174,494,357,0.92,-1
3175,494,420,0.94,217
3176,494,395,0.95,217
3177,494,260,0.93,-1
3178,494,277,0.92,-1
3179,494,286,0.96,-1
3180,494,299,0.9,-1
3181,494,352,0.94,-1
3182,494,486,0.9,-1
3183,494,398,0.95,-1
3184,494,461,0.94,-1
3185,86,205,0.91,-1
3186,551,175,0.92,-1
3187,551,500,0.9,-1
3188,244,90,0.93,-1
3189,244,103,0.96,-1
3190,244,305,0.94,-1
3191,244,475,0.91,-1
3192,244,116,0.92,-1
3193,244,131,0.91,-1
3194,244,154,0.96,-1
3195,244,188,0.94,-1
3196,244,178,0.94,-1
3197,244,285,0.94,-1
3198,244,211,0.92,-1
3199,244,228,0.93,-1
3200,244,453,0.9,-1
3201,244,485,0.96,-1
3202,244,491,0.95,-1
3203,196,90,0.94,-1
3204,196,98,0.9,-1
3205,196,103,0.92,-1
3206,196,305,0.91,-1
3207,196,131,0.93,-1
3208,196,154,0.97,-1
3209,196,188,0.95,-1
3210,196,178,0.93,-1
3211,196,168,0.9,-1
3212,196,285,0.95,-1
3213,196,211,0.9,-1
3214,196,228,0.92,-1
3215,196,323,0.92,-1
3216,196,453,0.91,-1
3217,196,485,0.95,-1
3218,88,292,0.97,62
3219,88,103,0.92,-1
3220,88,305,0.96,-1
3221,88,475,0.96,-1
3222,88,116,0.92,-1
3223,88,388,0.92,-1
3224,88,199,0.94,62
3225,88,228,0.92,-1
3226,88,337,0.9,-1
3227,88,376,0.91,-1
3228,88,485,0.9,-1
3229,112,103,0.95,-1
3230,112,305,0.96,-1
3231,112,475,0.97,-1
3232,112,116,0.97,-1
3233,112,388,0.97,-1
3234,112,466,0.94,-1
3235,112,146,0.9,-1
3236,112,178,0.92,-1
3237,112,228,0.94,-1
3238,112,337,0.96,-1
3239,112,376,0.92,-1
3240,112,528,0.9,-1
3241,112,393,0.92,-1
3242,112,491,0.92,-1
3243,292,305,0.92,-1
3244,292,475,0.95,-1
3245,292,116,0.92,-1
3246,292,388,0.95,-1
3247,292,123,0.91,-1
3248,292,466,0.95,-1
3249,292,199,0.92,62
3250,292,228,0.91,-1
3251,292,337,0.95,-1
3252,292,376,0.94,-1
3253,292,528,0.93,-1
3254,292,393,0.92,-1
3255,292,416,0.9,-1
3256,90,103,0.92,-1
3257,90,305,0.95,-1
3258,90,475,0.91,-1
3259,90,154,0.95,-1
3260,90,188,0.94,-1
3261,90,178,0.92,-1
3262,90,228,0.93,-1
3263,90,427,0.9,-1
3264,90,485,0.97,66
3265,93,399,0.96,79
3266,93,128,0.94,-1
3267,93,165,0.92,-1
3268,93,140,0.98,79
3269,93,265,0.96,79
3270,93,239,0.93,-1
3271,93,302,0.95,79
3272,93,328,0.91,-1
3273,93,330,0.93,-1
3274,93,350,0.94,-1
3275,93,354,0.93,-1
3276,93,483,0.92,-1
3277,93,523,0.93,-1
3278,93,545,0.96,79
3279,93,547,0.93,79
3280,300,128,0.91,-1
3281,300,136,0.91,-1
3282,300,140,0.97,79
3283,300,265,0.95,79
3284,300,168,0.92,-1
3285,300,176,0.94,-1
3286,300,193,0.93,-1
3287,300,239,0.96,-1
3288,300,302,0.97,79
3289,300,328,0.93,-1
3290,300,330,0.92,-1
3291,300,350,0.94,-1
3292,300,354,0.95,-1
3293,300,434,0.91,-1
3294,300,453,0.92,-1
3295,300,483,0.91,-1
3296,300,523,0.93,-1
3297,300,545,0.96,79
3298,300,547,0.98,79
3299,399,98,0.91,-1
3300,399,136,0.93,-1
3301,399,455,0.92,-1
3302,399,255,0.92,-1
3303,399,140,0.96,79
3304,399,265,0.95,79
3305,399,168,0.95,-1
3306,399,176,0.96,-1
3307,399,193,0.96,-1
3308,399,285,0.91,-1
3309,399,211,0.93,79
3310,399,219,0.92,79
3311,399,239,0.95,-1
3312,399,328,0.9,-1
3313,399,330,0.9,-1
3314,399,350,0.91,-1
3315,399,354,0.91,-1
3316,399,434,0.93,-1
3317,399,438,0.91,-1
3318,399,453,0.95,-1
3319,399,545,0.97,79
3320,399,547,0.98,79
3321,94,113,0.96,228
3322,94,141,0.91,-1
3323,94,448,0.96,-1
3324,94,195,0.9,-1
3325,94,291,0.94,-1
3326,94,201,0.95,-1
3327,94,512,0.97,228
3328,94,215,0.94,-1
3329,94,357,0.93,-1
3330,94,306,0.91,-1
3331,94,226,0.93,-1
3332,94,286,0.97,-1
3333,94,299,0.93,-1
3334,94,352,0.95,-1
3335,94,381,0.94,-1
3336,94,486,0.94,-1
3337,94,441,0.94,-1
3338,94,461,0.98,228
3339,94,478,0.9,228
3340,94,496,0.94,228
3341,94,541,0.92,-1
3342,515,452,0.92,-1
3343,515,280,0.93,-1
3344,515,124,0.93,-1
3345,515,141,0.97,-1
3346,515,554,0.9,-1
3347,515,204,0.9,-1
3348,515,195,0.92,-1
3349,515,291,0.96,-1
3350,515,201,0.94,-1
3351,515,512,0.95,228
3352,515,215,0.94,-1
3353,515,357,0.92,-1
3354,515,306,0.9,-1
3355,515,226,0.98,-1
3356,515,286,0.93,-1
3357,515,299,0.92,-1
3358,515,352,0.94,-1
3359,515,381,0.94,-1
3360,515,486,0.93,-1
3361,515,398,0.96,228
3362,515,441,0.97,-1
3363,515,461,0.97,228
3364,515,478,0.95,228
3365,515,496,0.98,228
3366,515,541,0.9,-1
3367,113,324,0.91,-1
3368,113,280,0.94,-1
3369,113,124,0.91,-1
3370,113,141,0.95,-1
3371,113,333,0.9,-1
3372,113,291,0.91,-1
3373,113,201,0.95,-1
3374,113,512,0.96,228
3375,113,226,0.94,-1
3376,113,286,0.92,-1
3377,113,381,0.97,-1
3378,113,486,0.96,-1
3379,113,398,0.95,228
3380,113,441,0.93,-1
3381,113,461,0.95,228
3382,113,478,0.96,228
3383,113,496,0.98,228
3384,113,541,0.94,-1
3385,95,98,0.93,81
3386,95,224,0.94,-1
3387,95,405,0.94,-1
3388,95,136,0.96,81
3389,95,455,0.96,81
3390,95,255,0.97,81
3391,95,168,0.95,81
3392,95,176,0.96,81
3393,95,193,0.95,81
3394,95,285,0.91,81
3395,95,179,0.97,-1
3396,95,180,0.93,-1
3397,95,410,0.96,-1
3398,95,323,0.96,81
3399,95,413,0.96,-1
3400,95,428,0.91,-1
3401,95,434,0.96,81
3402,95,438,0.94,81
3403,95,453,0.91,81
3404,95,507,0.97,81
3405,539,347,0.96,160
3406,539,144,0.91,-1
3407,539,525,0.97,-1
3408,539,359,0.96,-1
3409,539,325,0.94,160
3410,539,331,0.95,160
3411,443,347,0.95,160
3412,443,525,0.92,-1
3413,443,359,0.93,-1
3414,443,325,0.93,160
3415,443,331,0.93,160
3416,433,527,0.91,-1
3417,433,542,0.9,-1
3418,433,225,0.94,-1
3419,433,427,0.94,-1
3420,347,359,0.92,-1
3421,347,383,0.91,-1
3422,347,331,0.97,160
3423,98,136,0.95,81
3424,98,455,0.95,81
3425,98,255,0.96,81
3426,98,154,0.9,-1
3427,98,168,0.97,81
3428,98,176,0.96,81
3429,98,193,0.94,81
3430,98,285,0.94,81
3431,98,323,0.95,81
3432,98,413,0.92,-1
3433,98,428,0.94,-1
3434,98,434,0.92,81
3435,98,438,0.95,81
3436,98,439,0.92,-1
3437,98,453,0.93,81
3438,98,507,0.94,81
3439,98,524,0.92,-1
3440,98,547,0.9,-1
3441,101,396,0.98,191
3442,101,409,0.94,191
3443,101,139,0.97,191
3444,101,344,0.94,191
3445,101,333,0.92,-1
3446,101,252,0.91,191
3447,101,381,0.94,-1
3448,101,486,0.92,-1
3449,101,541,0.95,-1
3450,324,396,0.98,191
3451,324,409,0.94,191
3452,324,139,0.98,191
3453,324,344,0.94,191
3454,324,333,0.93,-1
3455,324,252,0.91,191
3456,324,381,0.96,-1
3457,324,486,0.95,-1
3458,324,541,0.98,-1
3459,224,136,0.9,-1
3460,224,455,0.94,-1
3461,224,255,0.95,-1
3462,224,176,0.92,-1
3463,224,193,0.92,-1
3464,224,239,0.91,-1
3465,224,428,0.9,-1
3466,224,434,0.95,-1
3467,224,507,0.96,-1
3468,405,455,0.93,-1
3469,405,255,0.94,-1
3470,405,179,0.97,87
3471,405,413,0.98,87
3472,405,428,0.9,-1
3473,405,434,0.93,-1
3474,405,507,0.96,-1
3475,396,409,0.97,191
3476,396,344,0.96,191
3477,396,333,0.92,-1
3478,396,252,0.93,191
3479,396,358,0.91,-1
3480,396,381,0.94,-1
3481,396,486,0.92,-1
3482,396,541,0.94,-1
3483,409,139,0.98,191
3484,409,415,0.92,-1
3485,409,252,0.96,191
3486,409,262,0.91,-1
3487,409,351,0.92,-1
3488,409,358,0.92,-1
3489,139,344,0.98,191
3490,139,252,0.97,191
3491,139,262,0.92,-1
3492,139,518,0.9,-1
3493,139,381,0.91,-1
3494,139,541,0.93,-1
3495,344,415,0.92,-1
3496,344,262,0.91,-1
3497,344,351,0.91,-1
3498,344,358,0.9,-1
3499,415,252,0.93,-1
3500,415,351,0.93,-1
3501,103,475,0.98,63
3502,103,116,0.98,63
3503,103,388,0.96,63
3504,103,466,0.92,-1
3505,103,131,0.92,-1
3506,103,146,0.93,-1
3507,103,154,0.96,63
3508,103,188,0.97,63
3509,103,178,0.98,63
3510,103,285,0.92,-1
3511,103,211,0.95,-1
3512,103,219,0.91,-1
3513,103,228,0.98,63
3514,103,337,0.91,63
3515,103,485,0.96,-1
3516,103,491,0.97,63
3517,305,116,0.97,63
3518,305,388,0.96,63
3519,305,466,0.9,-1
3520,305,131,0.95,-1
3521,305,146,0.92,-1
3522,305,154,0.96,63
3523,305,188,0.97,63
3524,305,178,0.98,63
3525,305,199,0.91,-1
3526,305,211,0.92,-1
3527,305,376,0.93,-1
3528,305,528,0.91,-1
3529,305,485,0.97,-1
3530,305,491,0.94,63
3531,475,116,0.97,63
3532,475,388,0.98,63
3533,475,123,0.91,-1
3534,475,466,0.95,-1
3535,475,131,0.93,-1
3536,475,146,0.92,-1
3537,475,154,0.95,63
3538,475,188,0.96,63
3539,475,178,0.98,63
3540,475,199,0.91,-1
3541,475,211,0.93,-1
3542,475,219,0.9,-1
3543,475,228,0.99,63
3544,475,337,0.93,63
3545,475,376,0.95,-1
3546,475,528,0.94,-1
3547,475,485,0.95,-1
3548,475,491,0.94,63
3549,104,371,0.92,-1
3550,171,123,0.92,-1
3551,320,232,0.92,-1
3552,320,153,0.94,-1
3553,320,235,0.92,-1
3554,501,452,0.99,227
3555,501,124,0.99,227
3556,501,554,0.94,227
3557,501,530,0.91,-1
3558,501,204,0.92,-1
3559,501,226,0.93,227
3560,501,308,0.93,-1
3561,501,478,0.91,-1
3562,501,496,0.91,-1
3563,452,554,0.94,227
3564,452,530,0.93,-1
3565,452,204,0.95,-1
3566,452,215,0.93,-1
3567,452,357,0.91,-1
3568,452,306,0.93,-1
3569,452,226,0.95,227
3570,452,308,0.91,-1
3571,452,441,0.92,227
3572,452,461,0.92,-1
3573,452,478,0.91,-1
3574,452,496,0.93,-1
3575,108,165,0.96,16
3576,108,116,0.91,-1
3577,108,140,0.91,-1
3578,108,265,0.96,-1
3579,108,148,0.94,-1
3580,108,293,0.9,-1
3581,108,337,0.91,-1
3582,108,491,0.93,-1
3583,128,140,0.95,-1
3584,128,265,0.97,-1
3585,128,462,0.91,-1
3586,165,140,0.93,-1
3587,165,265,0.95,-1
3588,165,462,0.92,-1
3589,116,466,0.93,-1
3590,116,265,0.91,-1
3591,116,154,0.91,63
3592,116,188,0.91,63
3593,116,178,0.95,63
3594,116,199,0.94,-1
3595,116,211,0.93,-1
3596,116,228,0.97,63
3597,116,337,0.96,63
3598,116,485,0.91,-1
3599,388,123,0.93,-1
3600,388,466,0.96,-1
3601,388,146,0.9,-1
3602,388,154,0.9,63
3603,388,188,0.91,63
3604,388,178,0.96,63
3605,388,211,0.91,-1
3606,388,228,0.97,63
3607,388,337,0.96,63
3608,388,376,0.93,-1
3609,388,528,0.93,-1
3610,388,491,0.94,63
3611,280,554,0.94,-1
3612,280,333,0.92,-1
3613,280,226,0.92,-1
3614,280,441,0.9,-1
3615,280,478,0.96,-1
3616,280,496,0.95,-1
3617,123,178,0.9,-1
3618,123,337,0.91,-1
3619,123,376,0.93,60
3620,123,528,0.95,60
3621,123,389,0.91,-1
3622,123,484,0.92,-1
3623,466,178,0.93,-1
3624,466,228,0.92,-1
3625,466,376,0.94,60
3626,466,528,0.94,60
3627,124,554,0.95,227
3628,124,530,0.93,-1
3629,124,204,0.95,-1
3630,124,215,0.93,-1
3631,124,357,0.91,-1
3632,124,306,0.93,-1
3633,124,226,0.95,227
3634,124,308,0.91,-1
3635,124,441,0.93,227
3636,124,461,0.93,-1
3637,124,478,0.92,-1
3638,124,496,0.94,-1
3639,131,154,0.97,-1
3640,131,188,0.97,-1
3641,131,178,0.95,-1
3642,131,285,0.93,-1
3643,131,228,0.94,-1
3644,131,439,0.9,-1
3645,131,485,0.97,66
3646,133,476,0.91,49
3647,133,543,0.91,-1
3648,538,319,0.91,-1
3649,476,225,0.92,-1
3650,144,359,0.92,159
3651,525,331,0.9,-1
3652,359,331,0.93,-1
3653,527,542,0.93,207
3654,527,225,0.92,-1
3655,136,255,0.98,81
3656,136,168,0.98,81
3657,136,176,0.98,81
3658,136,193,0.96,81
3659,136,285,0.92,81
3660,136,179,0.93,-1
3661,136,239,0.93,-1
3662,136,302,0.92,-1
3663,136,323,0.93,81
3664,136,330,0.9,-1
3665,136,389,0.9,-1
3666,136,413,0.94,-1
3667,136,428,0.94,-1
3668,136,434,0.97,81
3669,136,439,0.91,-1
3670,136,453,0.93,81
3671,136,507,0.92,81
3672,136,524,0.94,-1
3673,136,540,0.94,-1
3674,136,545,0.93,-1
3675,136,547,0.94,-1
3676,455,168,0.97,81
3677,455,176,0.98,81
3678,455,193,0.97,81
3679,455,179,0.95,-1
3680,455,410,0.9,-1
3681,455,239,0.94,-1
3682,455,302,0.91,-1
3683,455,323,0.93,81
3684,455,413,0.96,-1
3685,455,428,0.95,-1
3686,455,434,0.98,81
3687,455,438,0.98,81
3688,455,453,0.92,81
3689,455,507,0.95,81
3690,455,524,0.92,-1
3691,455,540,0.93,-1
3692,455,547,0.93,-1
3693,255,168,0.97,81
3694,255,176,0.99,81
3695,255,193,0.98,81
3696,255,285,0.9,81
3697,255,179,0.96,-1
3698,255,410,0.91,-1
3699,255,239,0.94,-1
3700,255,323,0.95,81
3701,255,413,0.98,-1
3702,255,438,0.97,81
3703,255,453,0.93,81
3704,255,507,0.97,81
3705,255,547,0.93,-1
3706,140,239,0.91,-1
3707,140,302,0.94,79
3708,140,350,0.93,-1
3709,140,354,0.92,-1
3710,140,483,0.91,-1
3711,140,545,0.94,79
3712,140,547,0.93,79
3713,265,211,0.91,79
3714,265,302,0.93,79
3715,265,491,0.94,-1
3716,265,545,0.94,79
3717,265,547,0.92,79
3718,141,554,0.95,-1
3719,141,530,0.91,-1
3720,141,195,0.92,-1
3721,141,291,0.95,-1
3722,141,226,0.97,-1
3723,141,299,0.9,-1
3724,141,441,0.96,-1
3725,141,461,0.9,-1
3726,141,478,0.95,-1
3727,141,496,0.95,-1
3728,374,153,0.97,12
3729,374,147,0.92,12
3730,374,519,0.96,12
3731,232,147,0.92,12
3732,153,519,0.95,12
3733,554,530,0.96,-1
3734,554,204,0.92,-1
3735,554,226,0.95,227
3736,554,441,0.94,227
3737,554,478,0.92,-1
3738,554,496,0.9,-1
3739,333,381,0.91,-1
3740,333,478,0.92,-1
3741,333,496,0.91,-1
3742,146,178,0.9,-1
3743,146,228,0.91,-1
3744,146,491,0.92,-1
3745,147,519,0.92,12
3746,530,195,0.94,-1
3747,530,291,0.93,-1
3748,530,215,0.93,208
3749,530,357,0.9,208
3750,530,226,0.96,-1
3751,530,441,0.96,-1
3752,530,442,0.94,-1
3753,530,531,0.91,-1
3754,204,195,0.92,-1
3755,204,291,0.92,-1
3756,204,215,0.96,208
3757,204,357,0.96,208
3758,204,306,0.96,208
3759,204,226,0.96,-1
3760,204,402,0.94,208
3761,204,352,0.9,-1
3762,204,441,0.96,-1
3763,204,461,0.93,-1
3764,448,512,0.92,-1
3765,448,357,0.92,-1
3766,448,306,0.9,-1
3767,448,256,0.91,-1
3768,448,420,0.95,217
3769,448,395,0.95,217
3770,448,260,0.94,-1
3771,448,277,0.91,-1
3772,448,286,0.94,-1
3773,448,352,0.93,-1
3774,448,398,0.93,-1
3775,448,461,0.93,-1
3776,154,178,0.97,63
3777,154,168,0.9,-1
3778,154,285,0.96,-1
3779,154,211,0.96,-1
3780,154,219,0.91,-1
3781,154,228,0.97,63
3782,154,323,0.9,-1
3783,154,439,0.91,-1
3784,154,491,0.91,63
3785,188,168,0.9,-1
3786,188,285,0.97,-1
3787,188,211,0.95,-1
3788,188,219,0.94,-1
3789,188,228,0.97,63
3790,188,376,0.91,-1
3791,188,528,0.91,-1
3792,188,389,0.93,-1
3793,188,484,0.9,-1
3794,188,439,0.94,-1
3795,188,485,0.97,-1
3796,188,491,0.91,63
3797,259,214,0.92,165
3798,259,383,0.94,-1
3799,259,394,0.97,165
3800,178,285,0.94,-1
3801,178,211,0.95,-1
3802,178,219,0.94,-1
3803,178,228,0.99,63
3804,178,376,0.93,-1
3805,178,528,0.92,-1
3806,178,389,0.91,-1
3807,178,439,0.92,-1
3808,178,485,0.95,-1
3809,178,491,0.94,63
3810,168,193,0.97,81
3811,168,285,0.97,81
3812,168,179,0.91,-1
3813,168,211,0.91,-1
3814,168,219,0.91,-1
3815,168,239,0.91,-1
3816,168,302,0.93,-1
3817,168,323,0.96,81
3818,168,389,0.91,-1
3819,168,484,0.9,-1
3820,168,413,0.91,-1
3821,168,428,0.92,-1
3822,168,434,0.96,81
3823,168,438,0.98,81
3824,168,439,0.93,-1
3825,168,453,0.96,81
3826,168,507,0.94,81
3827,168,524,0.94,-1
3828,168,545,0.94,-1
3829,168,547,0.97,-1
3830,176,285,0.94,81
3831,176,179,0.94,-1
3832,176,239,0.95,-1
3833,176,302,0.94,-1
3834,176,323,0.94,81
3835,176,413,0.95,-1
3836,176,428,0.93,-1
3837,176,434,0.99,81
3838,176,438,0.97,81
3839,176,453,0.96,81
3840,176,507,0.95,81
3841,176,524,0.9,-1
3842,176,540,0.9,-1
3843,176,545,0.93,-1
3844,176,547,0.97,-1
3845,193,285,0.93,81
3846,193,179,0.95,-1
3847,193,239,0.95,-1
3848,193,302,0.94,-1
3849,193,323,0.94,81
3850,193,413,0.94,-1
3851,193,428,0.92,-1
3852,193,434,0.98,81
3853,193,438,0.94,81
3854,193,453,0.96,81
3855,193,507,0.95,81
3856,193,545,0.91,-1
3857,193,547,0.97,-1
3858,285,211,0.94,-1
3859,285,219,0.93,-1
3860,285,228,0.91,-1
3861,285,323,0.95,81
3862,285,389,0.92,-1
3863,285,438,0.92,81
3864,285,439,0.94,-1
3865,285,453,0.94,81
3866,285,485,0.94,-1
3867,285,524,0.91,-1
3868,285,545,0.9,-1
3869,285,547,0.93,-1
3870,179,239,0.93,-1
3871,179,413,0.97,87
3872,179,434,0.97,-1
3873,179,507,0.96,-1
3874,180,323,0.93,-1
3875,180,507,0.93,-1
3876,410,323,0.94,-1
3877,410,413,0.91,-1
3878,410,507,0.93,-1
3879,195,215,0.94,-1
3880,195,357,0.92,-1
3881,195,226,0.95,-1
3882,195,299,0.98,211
3883,195,352,0.95,-1
3884,195,441,0.96,-1
3885,195,442,0.95,211
3886,195,531,0.96,211
3887,195,461,0.9,-1
3888,195,488,0.9,-1
3889,291,215,0.95,-1
3890,291,357,0.93,-1
3891,291,226,0.97,-1
3892,291,398,0.91,-1
3893,291,441,0.98,-1
3894,291,442,0.93,211
3895,291,531,0.94,211
3896,291,461,0.93,-1
3897,291,496,0.9,-1
3898,199,337,0.93,-1
3899,199,491,0.93,-1
3900,201,286,0.93,224
3901,201,381,0.95,224
3902,201,486,0.95,224
3903,201,398,0.94,-1
3904,201,461,0.92,-1
3905,201,496,0.94,-1
3906,201,541,0.93,224
3907,512,420,0.9,-1
3908,512,286,0.97,-1
3909,512,381,0.96,-1
3910,512,486,0.97,-1
3911,512,398,0.96,228
3912,512,461,0.94,228
3913,512,478,0.92,228
3914,512,496,0.96,228
3915,512,541,0.93,-1
3916,211,219,0.94,79
3917,211,228,0.95,-1
3918,211,389,0.91,-1
3919,211,439,0.9,-1
3920,211,453,0.91,-1
3921,211,485,0.91,-1
3922,211,491,0.93,-1
3923,211,545,0.94,79
3924,211,547,0.92,79
3925,214,297,0.98,165
3926,214,383,0.93,-1
3927,214,394,0.95,165
3928,214,325,0.9,-1
3929,215,306,0.97,208
3930,215,226,0.96,-1
3931,215,402,0.95,208
3932,215,299,0.91,-1
3933,215,352,0.95,-1
3934,215,398,0.9,-1
3935,215,441,0.97,-1
3936,215,461,0.97,-1
3937,215,496,0.9,-1
3938,357,226,0.93,-1
3939,357,402,0.97,208
3940,357,260,0.93,-1
3941,357,352,0.95,-1
3942,357,441,0.95,-1
3943,357,461,0.97,-1
3944,357,488,0.91,-1
3945,306,226,0.91,-1
3946,306,402,0.98,208
3947,306,260,0.93,-1
3948,306,352,0.93,-1
3949,306,441,0.93,-1
3950,306,461,0.96,-1
3951,219,228,0.91,-1
3952,219,389,0.93,-1
3953,219,484,0.93,-1
3954,219,439,0.93,-1
3955,219,524,0.91,-1
3956,219,545,0.94,79
3957,219,547,0.92,79
3958,226,299,0.91,-1
3959,226,352,0.93,-1
3960,226,398,0.9,-1
3961,226,461,0.95,-1
3962,226,478,0.93,-1
3963,226,496,0.95,-1
3964,228,376,0.93,-1
