Var1,family,level,defined_year,median,count
1483,Anarhichadidae,4,1995,57.7833,3113
1484,Anarhichadidae,4,1996,58.5667,3113
1485,Anarhichadidae,4,1997,58.0833,3113
1486,Anarhichadidae,4,1998,57.725,3113
1487,Anarhichadidae,4,1999,57.8,3113
1488,Anarhichadidae,4,2000,58.76665,3113
1489,Anarhichadidae,4,2001,57.7667,3113
1490,Anarhichadidae,4,2002,57.4333,3113
1491,Anarhichadidae,4,2003,57.5667,3113
1492,Anarhichadidae,4,2004,57.78675,3113
1493,Anarhichadidae,4,2005,57.79255,3113
1494,Anarhichadidae,4,2006,57.8119,3113
1495,Anarhichadidae,4,2007,58.0833,3113
1496,Anarhichadidae,4,2008,58.08605,3113
1497,Anarhichadidae,4,2009,57.8245,3113
1498,Anarhichadidae,4,2010,59.26785,3113
1499,Anarhichadidae,4,2011,58.1175,3113
1500,Anarhichadidae,4,2012,55.9205,3113
1501,Anarhichadidae,4,2013,55.91884,3113
1502,Anarhichadidae,4,2014,59.6684,3113
1503,Anarhichadidae,4,2015,57.82188,3113
1504,Anarhichadidae,4,2016,55.907565,3113
1505,Anatidae,4,1992,51.315,2497
1506,Anatidae,4,1993,51.25,2497
1507,Anatidae,4,1994,51.26167,2497
1508,Anatidae,4,1995,51.254165,2497
1509,Anatidae,4,1996,51.255,2497
1510,Anatidae,4,1997,51.29264,2497
1511,Anatidae,4,1998,51.317935,2497
1512,Anatidae,4,1999,51.32217,2497
1513,Anatidae,4,2000,51.33454,2497
1514,Anatidae,4,2001,51.324115,2497
1515,Anatidae,4,2002,51.294,2497
1516,Anatidae,4,2003,51.351475,2497
1517,Anatidae,4,2004,51.29407,2497
1518,Anatidae,4,2005,51.744219,2497
1519,Anatidae,4,2006,51.76632,2497
1520,Anatidae,4,2007,51.25374,2497
1521,Anatidae,4,2008,51.30892,2497
1522,Anatidae,4,2011,34.017,2497
1523,Anaulaceae,1,1994,53.40227194,2441
1524,Anaulaceae,1,1995,53.144518535,2441
1525,Anaulaceae,1,1996,53.30541477,2441
1526,Anaulaceae,1,1997,51.869722,2441
1527,Anaulaceae,1,1998,51.869722,2441
1528,Anaulaceae,1,1999,52.302222,2441
1529,Anaulaceae,1,2000,51.869722,2441
1530,Anaulaceae,1,2001,52.261389,2441
1531,Anaulaceae,1,2002,51.869722,2441
1532,Anaulaceae,1,2003,52.261389,2441
1533,Anaulaceae,1,2004,52.302222,2441
1534,Anaulaceae,1,2005,52.261389,2441
1535,Anaulaceae,1,2006,52.261389,2441
1536,Anaulaceae,1,2007,52.302222,2441
1537,Anaulaceae,1,2008,52.9836223,2441
1538,Anaulaceae,1,2009,52.9836223,2441
1539,Anaulaceae,1,2010,53.461111,2441
1540,Anaulaceae,1,2011,53.40227194,2441
1541,Anaulaceae,1,2012,53.566111,2441
1542,Anaulaceae,1,2013,53.566111,2441
1543,Anaulaceae,1,2014,54.093333,2441
1544,Anaulaceae,1,2015,53.30541477,2441
1545,Anaulaceae,1,2016,53.30541477,2441
1546,Anaulaceae,1,2017,53.30541477,2441
1547,Anaulaceae,1,2018,53.05399597,2441
1548,Anguillidae,4,1970,51.69889309,6915
1549,Anguillidae,4,1971,42.72938396,6915
1550,Anguillidae,4,1972,42.72938396,6915
1551,Anguillidae,4,1973,45.3867,6915
1552,Anguillidae,4,1974,51.35,6915
1553,Anguillidae,4,1975,51.343335,6915
1554,Anguillidae,4,1976,42.72938396,6915
1555,Anguillidae,4,1977,51.33067,6915
1556,Anguillidae,4,1978,51.288915,6915
1557,Anguillidae,4,1979,42.72938396,6915
1558,Anguillidae,4,1980,42.72938396,6915
1559,Anguillidae,4,1981,51.43,6915
1560,Anguillidae,4,1982,51.13,6915
1561,Anguillidae,4,1983,51.435,6915
1562,Anguillidae,4,1984,51.4125,6915
1563,Anguillidae,4,1985,60.4356,6915
1564,Anguillidae,4,1986,60.4356,6915
1565,Anguillidae,4,1987,60.4356,6915
1566,Anguillidae,4,1988,57.3119,6915
1567,Anguillidae,4,1989,57.3119,6915
1568,Anguillidae,4,1990,57.2553,6915
1569,Anguillidae,4,1991,55.7847,6915
1570,Anguillidae,4,1992,55.7833,6915
1571,Anguillidae,4,1993,55.7847,6915
1572,Anguillidae,4,1994,55.775,6915
1573,Anguillidae,4,1995,55.7847,6915
1574,Anguillidae,4,1996,55.7847,6915
1575,Anguillidae,4,1997,55.6011,6915
1576,Anguillidae,4,1998,57.2553,6915
1577,Anguillidae,4,1999,55.6019,6915
1578,Anguillidae,4,2000,55.5428,6915
1579,Anguillidae,4,2001,55.6033,6915
1580,Anguillidae,4,2002,56.2561,6915
1581,Anguillidae,4,2003,57.9039,6915
1582,Anguillidae,4,2004,54.9325,6915
1583,Anguillidae,4,2005,54.896,6915
1584,Anguillidae,4,2006,55.0018,6915
1585,Anguillidae,4,2007,55.0432,6915
1586,Anguillidae,4,2008,55.002,6915
1587,Anguillidae,4,2009,55.0197,6915
1588,Anguillidae,4,2010,54.9772,6915
1589,Anguillidae,4,2011,54.88877,6915
1590,Anguillidae,4,2012,53.893095,6915
1591,Anguillidae,4,2013,52.95076,6915
1592,Anguillidae,4,2014,52.959205,6915
1593,Anguillidae,4,2015,53.490428577142,6915
1594,Anguillidae,4,2016,52.95169,6915
1595,Anguillidae,4,2017,53.91761,6915
1596,Anguillidae,4,2018,52.94778,6915
1597,Anguillidae,4,2019,52.9516,6915
1598,Anomalinidae,2,1971,7.0683,1982
1599,Anomalinidae,2,1972,34.9823,1982
1600,Anomalinidae,2,1974,12.5375,1982
1601,Anomalinidae,2,1976,47.4275,1982
1602,Anomalinidae,2,1977,40.6298,1982
1603,Anomalinidae,2,1978,33.8205,1982
1604,Anomalinidae,2,1979,4.0673,1982
1605,Anomalinidae,2,1980,56.0887,1982
1606,Anomalinidae,2,1982,13.0722,1982
1607,Anomalinidae,2,1983,38.8202,1982
1608,Anomalinidae,2,1984,78.0032,1982
1609,Anomalinidae,2,1986,67.8333,1982
1610,Anomalinidae,2,1987,12.86,1982
1611,Anomalinidae,2,1988,31.1057,1982
1612,Anomalinidae,2,1990,3.607,1982
1613,Anomalinidae,2,1991,53.5367,1982
1614,Anomalinidae,2,1992,44.674,1982
1615,Anomalinidae,2,1993,40.6841,1982
1616,Anomalinidae,2,1994,10.8983,1982
1617,Anomalinidae,2,1995,38.8964,1982
1618,Anomalinidae,2,1996,30.1423,1982
1619,Anomalinidae,2,1998,34.8142,1982
1620,Anomalinidae,2,1999,9.36193,1982
1621,Anomalinidae,2,2000,32.2237,1982
1622,Anomalinidae,2,2002,23.2825,1982
1623,Anomiidae,2,1970,54.1595333552307,8547
1624,Anomiidae,2,1971,58.33238,8547
1625,Anomiidae,2,1972,58.320035,8547
1626,Anomiidae,2,1973,51.93758,8547
1627,Anomiidae,2,1974,58.33432,8547
1628,Anomiidae,2,1975,51.49986,8547
1629,Anomiidae,2,1976,55.457605,8547
1630,Anomiidae,2,1977,50.11364,8547
1631,Anomiidae,2,1978,51.22964,8547
1632,Anomiidae,2,1979,55.71528,8547
1633,Anomiidae,2,1980,57.30488,8547
1634,Anomiidae,2,1981,64.95,8547
1635,Anomiidae,2,1982,55.97204,8547
1636,Anomiidae,2,1983,54.40778,8547
1637,Anomiidae,2,1984,55.97949,8547
1638,Anomiidae,2,1985,55.28815,8547
1639,Anomiidae,2,1986,54.36114,8547
1640,Anomiidae,2,1987,55.6722,8547
1641,Anomiidae,2,1988,57.273285,8547
1642,Anomiidae,2,1989,56.503145,8547
1643,Anomiidae,2,1990,57.03476,8547
1644,Anomiidae,2,1991,57.88808,8547
1645,Anomiidae,2,1992,55.78831,8547
1646,Anomiidae,2,1993,54.213815,8547
1647,Anomiidae,2,1994,54.079935,8547
1648,Anomiidae,2,1995,54.08219,8547
1649,Anomiidae,2,1996,53.97218,8547
1650,Anomiidae,2,1997,57.263315,8547
1651,Anomiidae,2,1998,54.02137,8547
1652,Anomiidae,2,1999,54.014147,8547
1653,Anomiidae,2,2000,54.011143,8547
1654,Anomiidae,2,2001,52.22498,8547
1655,Anomiidae,2,2002,53.44635,8547
1656,Anomiidae,2,2003,51.73,8547
1657,Anomiidae,2,2004,51.73803,8547
1658,Anomiidae,2,2005,50.66705,8547
1659,Anomiidae,2,2006,50.74858,8547
1660,Anomiidae,2,2007,54.39083,8547
1661,Anomiidae,2,2008,51.78279,8547
1662,Anomiidae,2,2009,53.14768,8547
1663,Anomiidae,2,2010,51.69369,8547
1664,Anomiidae,2,2011,53.55618,8547
1665,Anomiidae,2,2012,53.31353,8547
1666,Anomiidae,2,2013,52.59632,8547
1667,Anomiidae,2,2014,53.30966,8547
1668,Anomiidae,2,2015,54.37146,8547
1669,Anomiidae,2,2016,54.688025,8547
1670,Anomiidae,2,2017,54.752083333333,8547
1671,Anomiidae,2,2018,54.752095,8547
1672,Anomiidae,2,2019,55.03799,8547
1673,Anomiidae,2,2020,52.7380865,8547
1674,Antedonidae,2,1970,57.83299,5889
1675,Antedonidae,2,1971,54.40511,5889
1676,Antedonidae,2,1973,51.73425,5889
1677,Antedonidae,2,1974,60.21394,5889
1678,Antedonidae,2,1975,54.39928,5889
1679,Antedonidae,2,1976,54.474605,5889
1680,Antedonidae,2,1977,54.08122,5889
1681,Antedonidae,2,1978,51.70329,5889
1682,Antedonidae,2,1979,52.126206,5889
1683,Antedonidae,2,1980,54.42095,5889
1684,Antedonidae,2,1981,51.7011487945049,5889
1685,Antedonidae,2,1982,55.89413,5889
1686,Antedonidae,2,1983,54.47411,5889
1687,Antedonidae,2,1984,55.23399,5889
1688,Antedonidae,2,1985,55.273235,5889
1689,Antedonidae,2,1986,60.18663,5889
1690,Antedonidae,2,1987,60.24494,5889
1691,Antedonidae,2,1988,57.3538,5889
1692,Antedonidae,2,1989,56.63434,5889
1693,Antedonidae,2,1990,57.71151,5889
1694,Antedonidae,2,1991,57.89969,5889
1695,Antedonidae,2,1992,55.56163,5889
1696,Antedonidae,2,1993,52.75915,5889
1697,Antedonidae,2,1994,54.104775,5889
1698,Antedonidae,2,1995,56.38288,5889
1699,Antedonidae,2,1996,57.0416,5889
1700,Antedonidae,2,1997,56.70054,5889
1701,Antedonidae,2,1998,56.7618312917244,5889
1702,Antedonidae,2,1999,53.9981,5889
1703,Antedonidae,2,2000,52.12333,5889
1704,Antedonidae,2,2001,56.66743,5889
1705,Antedonidae,2,2002,54.0717,5889
1706,Antedonidae,2,2003,54.4547,5889
1707,Antedonidae,2,2004,68.065245,5889
1708,Antedonidae,2,2005,55.74749,5889
1709,Antedonidae,2,2006,56.225775,5889
1710,Antedonidae,2,2007,54.40673,5889
1711,Antedonidae,2,2008,53.38864,5889
1712,Antedonidae,2,2009,50.339515,5889
1713,Antedonidae,2,2010,53.6904,5889
1714,Antedonidae,2,2011,55.25979,5889
1715,Antedonidae,2,2012,54.02167,5889
1716,Antedonidae,2,2013,53.42366,5889
1717,Antedonidae,2,2014,53.88641,5889
1718,Antedonidae,2,2015,54.6896932600065,5889
1719,Antedonidae,2,2016,55.56229,5889
1720,Antedonidae,2,2017,55.9068,5889
1721,Antedonidae,2,2018,56.67163,5889
1722,Antedonidae,2,2019,56.664985,5889
1723,Antedonidae,2,2020,50.717,5889
1724,Anthuridae,2,1970,54.7485,4397
1725,Anthuridae,2,1971,54.74735,4397
1726,Anthuridae,2,1972,54.8444,4397
1727,Anthuridae,2,1973,54.9154,4397
1728,Anthuridae,2,1974,54.9266,4397
1729,Anthuridae,2,1976,54.7452,4397
1730,Anthuridae,2,1977,54.7447,4397
1731,Anthuridae,2,1978,54.9053,4397
1732,Anthuridae,2,1979,54.83295,4397
1733,Anthuridae,2,1980,54.7435,4397
1734,Anthuridae,2,1981,55.13125,4397
1735,Anthuridae,2,1982,55.13195,4397
1736,Anthuridae,2,1983,54.86605,4397
1737,Anthuridae,2,1984,55.0112,4397
1738,Anthuridae,2,1985,54.9807,4397
1739,Anthuridae,2,1986,53.96,4397
1740,Anthuridae,2,1987,53.96,4397
1741,Anthuridae,2,1988,54.23,4397
1742,Anthuridae,2,1989,54.19,4397
1743,Anthuridae,2,1990,53.96,4397
1744,Anthuridae,2,1991,51.72653,4397
1745,Anthuridae,2,1992,54.9966,4397
1746,Anthuridae,2,1993,53.96,4397
1747,Anthuridae,2,1994,54.18,4397
1748,Anthuridae,2,1995,54.23,4397
1749,Anthuridae,2,1996,54.7538,4397
1750,Anthuridae,2,1997,54.08002,4397
1751,Anthuridae,2,1998,54.07985,4397
1752,Anthuridae,2,1999,51.45638,4397
1753,Anthuridae,2,2000,51.400324005,4397
1754,Anthuridae,2,2001,51.38883,4397
1755,Anthuridae,2,2002,51.76392100075,4397
1756,Anthuridae,2,2003,51.72986,4397
1757,Anthuridae,2,2004,50.66874,4397
1758,Anthuridae,2,2005,50.49598,4397
1759,Anthuridae,2,2006,50.49233,4397
1760,Anthuridae,2,2007,52.5376291343453,4397
1761,Anthuridae,2,2008,50.58683,4397
1762,Anthuridae,2,2009,52.82916,4397
1763,Anthuridae,2,2010,51.484985,4397
1764,Anthuridae,2,2011,52.82867,4397
1765,Anthuridae,2,2012,52.73211,4397
1766,Anthuridae,2,2013,50.703785,4397
1767,Anthuridae,2,2014,51.70237,4397
1768,Anthuridae,2,2015,54.656667,4397
1769,Anthuridae,2,2016,54.2566665,4397
1770,Anthuridae,2,2017,55.87023,4397
1771,Anthuridae,2,2018,55.65083,4397
1772,Anthuridae,2,2019,55.785,4397
1773,Anthuridae,2,2020,56.567755,4397
1774,Aoridae,2,1970,54.03,15254
1775,Aoridae,2,1971,53.35519,15254
1776,Aoridae,2,1972,55.13195,15254
1777,Aoridae,2,1973,55.13245,15254
1778,Aoridae,2,1974,55.2692,15254
1779,Aoridae,2,1975,54.9869,15254
1780,Aoridae,2,1976,54.7452,15254
1781,Aoridae,2,1977,54.8169,15254
1782,Aoridae,2,1978,55.1594,15254
1783,Aoridae,2,1979,54.8387,15254
1784,Aoridae,2,1980,55.0547,15254
1785,Aoridae,2,1981,55.1523,15254
1786,Aoridae,2,1982,55.1717,15254
1787,Aoridae,2,1983,54.8694,15254
1788,Aoridae,2,1984,55.0257,15254
1789,Aoridae,2,1985,55.14645,15254
1790,Aoridae,2,1986,54.8514,15254
1791,Aoridae,2,1987,54.8971,15254
1792,Aoridae,2,1988,55.1925,15254
1793,Aoridae,2,1989,55.0477,15254
1794,Aoridae,2,1990,55.376667,15254
1795,Aoridae,2,1991,54.9444,15254
1796,Aoridae,2,1992,55.5113,15254
1797,Aoridae,2,1993,54.8724,15254
1798,Aoridae,2,1994,54.149059,15254
1799,Aoridae,2,1995,55.4654,15254
1800,Aoridae,2,1996,55.4496,15254
1801,Aoridae,2,1997,55.0302,15254
1802,Aoridae,2,1998,55.4926,15254
1803,Aoridae,2,1999,55.4803,15254
1804,Aoridae,2,2000,55.126525,15254
1805,Aoridae,2,2001,51.78263836,15254
1806,Aoridae,2,2002,54.9876,15254
1807,Aoridae,2,2003,53.09753,15254
1808,Aoridae,2,2004,54.99135,15254
1809,Aoridae,2,2005,53.1426366666667,15254
1810,Aoridae,2,2006,54.0717,15254
1811,Aoridae,2,2007,55.1401,15254
1812,Aoridae,2,2008,55.04565,15254
1813,Aoridae,2,2009,54.4191,15254
1814,Aoridae,2,2010,53.18897,15254
1815,Aoridae,2,2011,54.832233,15254
1816,Aoridae,2,2012,54.66884,15254
1817,Aoridae,2,2013,54.784667,15254
1818,Aoridae,2,2014,54.074833,15254
1819,Aoridae,2,2015,55.182533,15254
1820,Aoridae,2,2016,54.4309165,15254
1821,Aoridae,2,2017,55.98597,15254
1822,Aoridae,2,2018,55.96617,15254
1823,Aoridae,2,2019,53.8684,15254
1824,Aoridae,2,2020,57.31633,15254
1825,Aphanothecaceae,1,1979,55.25,7116
1826,Aphanothecaceae,1,1980,60.114,7116
1827,Aphanothecaceae,1,1981,55.4333335,7116
1828,Aphanothecaceae,1,1982,55,7116
1829,Aphanothecaceae,1,1983,55.866667,7116
1830,Aphanothecaceae,1,1984,55,7116
1831,Aphanothecaceae,1,1985,55,7116
1832,Aphanothecaceae,1,1986,55,7116
1833,Aphanothecaceae,1,1987,55,7116
1834,Aphanothecaceae,1,1988,55.8333335,7116
1835,Aphanothecaceae,1,1989,55.4333335,7116
1836,Aphanothecaceae,1,1990,60.03354,7116
1837,Aphanothecaceae,1,1991,60.34365,7116
1838,Aphanothecaceae,1,1992,65.13382,7116
1839,Aphanothecaceae,1,1993,58.8168335,7116
1840,Aphanothecaceae,1,1994,59.546667,7116
1841,Aphanothecaceae,1,1995,59.5468335,7116
1842,Aphanothecaceae,1,1996,59.45,7116
1843,Aphanothecaceae,1,1997,58.58333,7116
1844,Aphanothecaceae,1,1998,58.58333,7116
1845,Aphanothecaceae,1,1999,58.803,7116
1846,Aphanothecaceae,1,2000,58.342,7116
1847,Aphanothecaceae,1,2001,58.803,7116
1848,Aphanothecaceae,1,2002,59.475,7116
1849,Aphanothecaceae,1,2003,59.633,7116
1850,Aphanothecaceae,1,2004,59.583333,7116
1851,Aphanothecaceae,1,2005,59.475,7116
1852,Aphanothecaceae,1,2006,59.8468335,7116
1853,Aphanothecaceae,1,2007,59.4821,7116
1854,Aphanothecaceae,1,2008,59.475,7116
1855,Aphanothecaceae,1,2009,59.407,7116
1856,Aphanothecaceae,1,2010,58.583333,7116
1857,Aphanothecaceae,1,2011,59.0633,7116
1858,Aphanothecaceae,1,2012,58.58333,7116
1859,Aphanothecaceae,1,2013,58.5612,7116
1860,Aphanothecaceae,1,2014,58.80317,7116
1861,Aphanothecaceae,1,2015,58.58333,7116
1862,Aphanothecaceae,1,2016,58.58333,7116
1863,Aphanothecaceae,1,2017,59.08473,7116
1864,Aphanothecaceae,1,2018,59.870785,7116
1865,Aphanothecaceae,1,2019,58.58333,7116
1866,Aphanothecaceae,1,2020,58.8683,7116
1867,Aphroditidae,2,1971,53.33832,8087
1868,Aphroditidae,2,1972,53.35254,8087
1869,Aphroditidae,2,1973,54.44844,8087
1870,Aphroditidae,2,1974,54.47344,8087
1871,Aphroditidae,2,1976,54.67425,8087
1872,Aphroditidae,2,1977,53.32166,8087
1873,Aphroditidae,2,1978,57.28599,8087
1874,Aphroditidae,2,1979,57.225,8087
1875,Aphroditidae,2,1980,57.197915,8087
1876,Aphroditidae,2,1981,55.25,8087
1877,Aphroditidae,2,1982,51.70153,8087
1878,Aphroditidae,2,1983,57.225,8087
1879,Aphroditidae,2,1984,56.25,8087
1880,Aphroditidae,2,1985,55.75,8087
1881,Aphroditidae,2,1986,55.35835,8087
1882,Aphroditidae,2,1987,55.25,8087
1883,Aphroditidae,2,1988,57.20407,8087
1884,Aphroditidae,2,1989,55.97208,8087
1885,Aphroditidae,2,1990,56.4037,8087
1886,Aphroditidae,2,1991,55.75,8087
1887,Aphroditidae,2,1992,54.7419,8087
1888,Aphroditidae,2,1993,54.73301,8087
1889,Aphroditidae,2,1994,54.10908,8087
1890,Aphroditidae,2,1995,54.223495,8087
1891,Aphroditidae,2,1996,54.5487,8087
1892,Aphroditidae,2,1997,54.73327,8087
1893,Aphroditidae,2,1998,53.6614475,8087
1894,Aphroditidae,2,1999,53.51502,8087
1895,Aphroditidae,2,2000,54.8418,8087
1896,Aphroditidae,2,2001,54.7383945,8087
1897,Aphroditidae,2,2002,50.683316,8087
1898,Aphroditidae,2,2003,52.552,8087
1899,Aphroditidae,2,2004,54.7333,8087
1900,Aphroditidae,2,2005,51.85,8087
1901,Aphroditidae,2,2006,53.9859,8087
1902,Aphroditidae,2,2007,54.1741,8087
1903,Aphroditidae,2,2008,54.6732,8087
1904,Aphroditidae,2,2009,52.8809455079963,8087
1905,Aphroditidae,2,2010,54.7175,8087
1906,Aphroditidae,2,2011,54.4853,8087
1907,Aphroditidae,2,2012,51.634585,8087
1908,Aphroditidae,2,2013,53.27,8087
1909,Aphroditidae,2,2014,51.8799,8087
1910,Aphroditidae,2,2015,52.94176,8087
1911,Aphroditidae,2,2016,52.669,8087
1912,Aphroditidae,2,2017,54.434233333333,8087
1913,Aphroditidae,2,2018,51.833,8087
1914,Aphroditidae,2,2019,53.21165,8087
1915,Aphroditidae,2,2020,51.6549,8087
1916,Apistobranchidae,2,1973,57.18,1563
1917,Apistobranchidae,2,1974,57.18,1563
1918,Apistobranchidae,2,1976,57.18,1563
1919,Apistobranchidae,2,1977,57.18,1563
1920,Apistobranchidae,2,1978,57.18,1563
1921,Apistobranchidae,2,1979,52.9913889,1563
1922,Apistobranchidae,2,1980,48.8027778,1563
1923,Apistobranchidae,2,1981,57.18,1563
1924,Apistobranchidae,2,1982,57.18,1563
1925,Apistobranchidae,2,1983,58.25333,1563
1926,Apistobranchidae,2,1984,57.1858335,1563
1927,Apistobranchidae,2,1985,58,1563
1928,Apistobranchidae,2,1986,55.858333,1563
1929,Apistobranchidae,2,1987,57.191667,1563
1930,Apistobranchidae,2,1988,55.858333,1563
1931,Apistobranchidae,2,1989,55.774,1563
1932,Apistobranchidae,2,1990,55.94585,1563
1933,Apistobranchidae,2,1991,55.8530665,1563
1934,Apistobranchidae,2,1992,55.7985,1563
1935,Apistobranchidae,2,1993,55.80831,1563
1936,Apistobranchidae,2,1994,55.78625,1563
1937,Apistobranchidae,2,1995,52.96667,1563
1938,Apistobranchidae,2,1996,59.0227233,1563
1939,Apistobranchidae,2,1997,51.69955,1563
1940,Apistobranchidae,2,1998,60.674,1563
1941,Apistobranchidae,2,1999,57.8195966,1563
1942,Apistobranchidae,2,2000,55.858333,1563
1943,Apistobranchidae,2,2001,60.5558636,1563
1944,Apistobranchidae,2,2002,56.2421628,1563
1945,Apistobranchidae,2,2003,55.05553,1563
1946,Apistobranchidae,2,2004,54.7412,1563
1947,Apistobranchidae,2,2005,52.126923,1563
1948,Apistobranchidae,2,2006,54.8418,1563
1949,Apistobranchidae,2,2007,54.9059,1563
1950,Apistobranchidae,2,2008,55.1319,1563
1951,Apistobranchidae,2,2009,52.8807410159926,1563
1952,Apistobranchidae,2,2010,55.9541131549237,1563
1953,Apistobranchidae,2,2011,55.6045,1563
1954,Apistobranchidae,2,2012,52.81569,1563
1955,Apistobranchidae,2,2013,55.2841665,1563
1956,Apistobranchidae,2,2014,54.58747,1563
1957,Apistobranchidae,2,2015,54.71633,1563
1958,Apistobranchidae,2,2016,54.71633,1563
1959,Apistobranchidae,2,2017,54.717,1563
1960,Apistobranchidae,2,2018,55.90347,1563
1961,Apistobranchidae,2,2019,55.70167,1563
1962,Aporrhaidae,2,1970,58.31967,2372
1963,Aporrhaidae,2,1971,38.474225,2372
1964,Aporrhaidae,2,1972,58.32702,2372
1965,Aporrhaidae,2,1973,58.33094,2372
1966,Aporrhaidae,2,1974,58.337695,2372
1967,Aporrhaidae,2,1975,58.32301,2372
1968,Aporrhaidae,2,1976,54.38928,2372
1969,Aporrhaidae,2,1977,54.800771,2372
1970,Aporrhaidae,2,1978,55.184935,2372
1971,Aporrhaidae,2,1979,58.32607,2372
1972,Aporrhaidae,2,1980,54.648705,2372
1973,Aporrhaidae,2,1981,52.6347389,2372
1974,Aporrhaidae,2,1982,54.38962,2372
1975,Aporrhaidae,2,1983,56.519865,2372
1976,Aporrhaidae,2,1984,52.90923,2372
1977,Aporrhaidae,2,1985,54.170895,2372
1978,Aporrhaidae,2,1986,57.6333,2372
1979,Aporrhaidae,2,1987,58.99915,2372
1980,Aporrhaidae,2,1988,56.954695,2372
1981,Aporrhaidae,2,1989,56.60982,2372
1982,Aporrhaidae,2,1990,57.5872,2372
1983,Aporrhaidae,2,1991,57.5856,2372
1984,Aporrhaidae,2,1992,56.5594,2372
1985,Aporrhaidae,2,1993,56.5627,2372
1986,Aporrhaidae,2,1994,54.08385,2372
1987,Aporrhaidae,2,1995,54.08217,2372
1988,Aporrhaidae,2,1996,56.0929,2372
1989,Aporrhaidae,2,1997,56.1149,2372
1990,Aporrhaidae,2,1998,54.08256,2372
1991,Aporrhaidae,2,1999,53.935935,2372
1992,Aporrhaidae,2,2000,51.76508,2372
1993,Aporrhaidae,2,2001,56.0929,2372
1994,Aporrhaidae,2,2002,56.13915,2372
1995,Aporrhaidae,2,2003,56.1547,2372
1996,Aporrhaidae,2,2004,55.86617,2372
1997,Aporrhaidae,2,2005,40.305,2372
1998,Aporrhaidae,2,2006,55.51665,2372
1999,Aporrhaidae,2,2007,40.18,2372
2000,Aporrhaidae,2,2008,56.1149,2372
2001,Aporrhaidae,2,2009,52.82935,2372
2002,Aporrhaidae,2,2010,56.9676745606847,2372
2003,Aporrhaidae,2,2011,57.0583522372438,2372
2004,Aporrhaidae,2,2012,54.08267,2372
2005,Aporrhaidae,2,2013,50.703,2372
2006,Aporrhaidae,2,2014,54.64603333,2372
2007,Aporrhaidae,2,2015,54.983223625,2372
2008,Aporrhaidae,2,2016,54.67195,2372
2009,Aporrhaidae,2,2017,53.371705,2372
2010,Aporrhaidae,2,2018,52.22935,2372
2011,Aporrhaidae,2,2019,55.29322,2372
2012,Apseudidae,2,1973,51.93785,1729
2013,Apseudidae,2,1975,46.8431889,1729
2014,Apseudidae,2,1978,48.8027778,1729
2015,Apseudidae,2,1979,48.8027778,1729
2016,Apseudidae,2,1980,48.8027778,1729
2017,Apseudidae,2,1981,48.8027778,1729
2018,Apseudidae,2,1982,51.6920984714817,1729
2019,Apseudidae,2,1983,49.95413,1729
2020,Apseudidae,2,1984,58.24833,1729
2021,Apseudidae,2,1985,58.625,1729
2022,Apseudidae,2,1986,54.33055,1729
2023,Apseudidae,2,1987,45.122778,1729
2024,Apseudidae,2,1988,49.9398,1729
2025,Apseudidae,2,1989,46.4813889,1729
2026,Apseudidae,2,1991,48.8027778,1729
2027,Apseudidae,2,1992,48.8027778,1729
2028,Apseudidae,2,1993,48.8027778,1729
2029,Apseudidae,2,1994,50.38099,1729
2030,Apseudidae,2,1995,47.7464981079102,1729
2031,Apseudidae,2,1996,61.2358333,1729
2032,Apseudidae,2,1997,49.9547,1729
2033,Apseudidae,2,1998,48.8027778,1729
2034,Apseudidae,2,1999,52.4261,1729
2035,Apseudidae,2,2000,64.3075,1729
2036,Apseudidae,2,2001,60.573,1729
2037,Apseudidae,2,2002,48.8027778,1729
2038,Apseudidae,2,2003,48.8027778,1729
2039,Apseudidae,2,2004,48.3868,1729
2040,Apseudidae,2,2005,48.33332,1729
2041,Apseudidae,2,2006,47.526,1729
2042,Apseudidae,2,2007,48.33332,1729
2043,Apseudidae,2,2008,48.8027778,1729
2044,Apseudidae,2,2009,47.48157,1729
2045,Apseudidae,2,2010,50.09576,1729
2046,Apseudidae,2,2011,48.82359,1729
2047,Apseudidae,2,2012,48.5672,1729
2048,Apseudidae,2,2013,50.11868,1729
2049,Apseudidae,2,2014,58.44635,1729
2050,Apseudidae,2,2015,43.43517,1729
2051,Apseudidae,2,2016,52.929550225,1729
2052,Apseudidae,2,2017,52.2941,1729
2053,Apseudidae,2,2018,43.3855,1729
2054,Apseudidae,2,2019,53.3021,1729
2055,Apseudidae,2,2020,52.284673,1729
2056,Arcidae,2,1975,58.31083,1403
2057,Arcidae,2,1977,58.31583,1403
2058,Arcidae,2,1981,58.24833,1403
2059,Arcidae,2,1984,58.24833,1403
2060,Arcidae,2,1985,55.28815,1403
2061,Arcidae,2,1986,44.67,1403
2062,Arcidae,2,1987,44.16,1403
2063,Arcidae,2,1988,10.06667,1403
2064,Arcidae,2,1989,51.204165,1403
2065,Arcidae,2,1990,44.67,1403
2066,Arcidae,2,1991,79.18333,1403
2067,Arcidae,2,1992,72.882081665,1403
2068,Arcidae,2,1993,57.616667,1403
2069,Arcidae,2,1994,50.25,1403
2070,Arcidae,2,1995,53.42326,1403
2071,Arcidae,2,1996,61.3875,1403
2072,Arcidae,2,1997,64.4116667,1403
2073,Arcidae,2,1998,71.2499956,1403
