cholophyll
0.22435283
0.223354256
0.221249923
0.215954405
0.209864264
0.204971308
0.199691864
0.197387768
0.193949081
0.190975406
0.1884109
0.186615649
0.185238793
0.184557571
0.183358852
0.182917224
0.183346342
0.183846165
0.183564125
0.18191496
0.179969429
0.174813234
0.174865257
0.174602612
0.175133777
0.174700365
0.173100283
0.172985168
0.173473778
0.173064747
0.173455162
0.173551337
0.174289424
0.173567184
0.173122752
0.174212765
0.174060702
0.173475226
0.174257213
0.174551335
0.174995499
0.17686573
0.176328961
0.17636448
0.176244251
0.177337146
0.174871079
0.17263539
0.170247893
0.168716881
0.167037716
0.165803279
0.164163831
0.16341106
0.159498405
0.15833009
0.154908056
0.15432505
0.15275198
0.150476419
0.149890204
0.149554635
0.149772899
0.146974798
0.144599905
0.142565489
0.141838196
0.140395675
0.139464227
0.138086647
0.137880971
0.138925871
0.137514831
0.137410887
0.137642831
0.137811388
0.136996995
0.134780559
0.135458644
0.137494393
0.138886733
0.14039087
0.139385914
0.138072675
0.137370733
0.139887227
0.142368264
0.146516991
0.147239177
0.145119156
0.143887281
0.127094645
0.125677787
0.124908615
0.125654886
0.124475979
0.123958749
0.123996225
0.125062414
0.125437271
0.124759812
0.122518321
0.120614068
0.120065863
0.12076255
0.120904658
0.122415251
0.123897952
0.124739664
0.125331819
0.126683742
0.129085238
0.13410165
0.134939067
0.135519815
0.138136095
0.14406404
0.145814874
0.149004697
0.149996606
0.155718684
0.1604201
0.160358022
0.165768634
0.166473533
0.172545189
0.176542211
0.185655803
0.183782178
0.184730275
0.188597721
0.190285942
0.189850583
0.192409434
0.197262599
0.202497264
0.208678639
0.21023345
0.216399012
0.214095112
0.216329878
0.217896453
0.221207385
0.223970963
0.230047898
0.233661159
0.239411036
0.246026082
0.251456612
0.253578283
0.257966587
0.262100165
0.265434516
0.26756141
0.268934853
0.271639101
0.27752272
0.275660825
0.277337359
0.28061507
0.282221668
0.285134614
0.291010884
0.289318009
0.289714467
0.291505833
0.285824673
0.28428578
0.282675983
0.280969815
0.280025571
0.278911728
0.280022215
0.283757644
0.287394917
0.290449425
0.291643395
0.297103762
0.30538384
0.306765045
0.307808493
0.310934123
0.311980806
0.305124278
0.303851863
0.299994623
0.298031351
0.292520757
0.295274251
0.297793506
0.296519951
0.298944198
0.301333316
0.307026473
0.302468533
0.302670448
0.306245333
0.303982856
0.303976456
0.31066265
0.319469334
0.315973478
0.310344354
0.313537863
0.314436895
0.32790607
0.33609775
0.342697495
0.346590544
0.347662091
0.350588387
0.351598706
0.349449947
0.343121647
0.345716303
0.352771073
0.357183369
0.363368923
0.367742857
0.362548108
0.357508363
0.355030306
0.347375924
0.339122718
0.339002773
0.33862926
0.332970487
0.331329292
0.332620174
0.332788552
0.327616651
0.330615522
0.333713121
0.33050949
0.33285121
0.334202756
0.338404315
0.342227085
0.341868017
0.346969046
0.34395938
0.33400262
0.32590161
0.318811914
0.317398994
0.314209505
0.316354689
0.314985173
0.316825243
0.321561124
0.315322221
0.30965381
0.315680109
0.328813823
0.343108465
0.351139582
0.358353788
0.352027316
0.351215513
0.356278984
0.345385386
0.346834578
0.332977596
0.31960169
0.317924459
0.334150029
0.334522254
0.328066146
0.316571562
0.303172933
0.292790615
0.279899589
0.266987556
0.264647614
0.263493296
0.267734978
0.274534003
0.267597706
0.27658757
0.273239398
0.267581483
0.258493762
0.250990264
0.24830748
0.244241584
0.240310849
0.236498569
0.234202871
0.227518883
0.222540235
0.215998774
0.211475231
0.207027728
0.199605553
0.200416539
0.204231499
0.198629385
0.192163388
0.18789755
0.183230432
0.179146868
0.175187464
0.171054419
0.16982139
0.166920405
0.161870035
0.154595237
0.147503101
0.141049643
0.138814343
0.136193293
0.131709813
0.127200106
0.122942577
0.120222006
0.11580154
0.114611318
0.113067346
0.109859207
0.106665973
0.104244977
0.099366599
0.095741363
0.090689392
0.086246306
0.083068116
0.080254637
0.077382946
0.073166621
0.070860996
0.070549591
0.069621541
0.06862958
0.067560397
0.067063056
0.06641161
0.065462967
0.064937214
0.064288545
0.063490858
0.062744307
0.062050653
0.061411668
0.060771905
0.060145662
0.059496758
0.058765996
0.05816045
0.057770716
0.057468158
0.057249639
0.056967353
0.056878986
0.05700661
0.057159251
0.057159469
0.056991507
0.056597645
0.056507377
0.056788609
NaN
