Unnamed: 0,family,level,defined_year,median,count,count_by_year,range1_count,range2_count,range3_count
244,Acinetosporaceae,1,1998.0,63.5,3682,1,2,3665,15
245,Acinetosporaceae,1,1999.0,58.56218,3682,10,2,3665,15
246,Acinetosporaceae,1,2001.0,58.56218,3682,8,2,3665,15
247,Acinetosporaceae,1,2002.0,54.475835,3682,16,2,3665,15
248,Acinetosporaceae,1,2003.0,54.81749,3682,13,2,3665,15
249,Acinetosporaceae,1,2004.0,58.56218,3682,14,2,3665,15
250,Acinetosporaceae,1,2005.0,58.56218,3682,12,2,3665,15
251,Acinetosporaceae,1,2006.0,58.56218,3682,10,2,3665,15
252,Acinetosporaceae,1,2007.0,58.91645,3682,243,2,3665,15
253,Acinetosporaceae,1,2008.0,58.78535,3682,327,2,3665,15
254,Acinetosporaceae,1,2009.0,59.473,3682,262,2,3665,15
255,Acinetosporaceae,1,2010.0,58.742415,3682,378,2,3665,15
256,Acinetosporaceae,1,2011.0,59.19026,3682,470,2,3665,15
257,Acinetosporaceae,1,2012.0,58.75242,3682,402,2,3665,15
258,Acinetosporaceae,1,2013.0,58.60841,3682,252,2,3665,15
259,Acinetosporaceae,1,2014.0,58.9445,3682,344,2,3665,15
260,Acinetosporaceae,1,2015.0,58.64439,3682,232,2,3665,15
261,Acinetosporaceae,1,2016.0,58.78524,3682,388,2,3665,15
262,Acinetosporaceae,1,2017.0,54.48903,3682,23,2,3665,15
263,Acinetosporaceae,1,2018.0,54.02167,3682,25,2,3665,15
264,Acinetosporaceae,1,2019.0,54.24833,3682,5,2,3665,15
398,Actiniscaceae,1,1974.0,5.8992,565,6,41,266,258
399,Actiniscaceae,1,1975.0,35.9278,565,1,41,266,258
400,Actiniscaceae,1,1977.0,17.907,565,4,41,266,258
401,Actiniscaceae,1,1982.0,66.6783,565,17,41,266,258
402,Actiniscaceae,1,1987.0,72.0117,565,43,41,266,258
403,Actiniscaceae,1,1990.0,72.3833,565,36,41,266,258
404,Actiniscaceae,1,1991.0,72.3817,565,91,41,266,258
405,Actiniscaceae,1,1992.0,78.3852,565,80,41,266,258
406,Actiniscaceae,1,1996.0,26.421,565,21,41,266,258
407,Actiniscaceae,1,2000.0,54.719167,565,36,41,266,258
408,Actiniscaceae,1,2001.0,54.415556,565,13,41,266,258
409,Actiniscaceae,1,2002.0,54.719167,565,21,41,266,258
410,Actiniscaceae,1,2003.0,54.9456945,565,4,41,266,258
411,Actiniscaceae,1,2004.0,55.172222,565,21,41,266,258
412,Actiniscaceae,1,2005.0,54.719167,565,17,41,266,258
413,Actiniscaceae,1,2006.0,54.719167,565,22,41,266,258
414,Actiniscaceae,1,2007.0,54.719167,565,13,41,266,258
415,Actiniscaceae,1,2008.0,54.5673615,565,14,41,266,258
416,Actiniscaceae,1,2009.0,54.415556,565,21,41,266,258
417,Actiniscaceae,1,2010.0,54.459167,565,13,41,266,258
418,Actiniscaceae,1,2011.0,54.719167,565,13,41,266,258
419,Actiniscaceae,1,2012.0,54.490417,565,18,41,266,258
420,Actiniscaceae,1,2013.0,54.415556,565,12,41,266,258
421,Actiniscaceae,1,2014.0,54.459167,565,15,41,266,258
422,Actiniscaceae,1,2015.0,54.84,565,7,41,266,258
423,Actiniscaceae,1,2016.0,54.719167,565,1,41,266,258
424,Actiniscaceae,1,2017.0,54.415556,565,1,41,266,258
425,Actiniscaceae,1,2018.0,52.586111,565,1,41,266,258
426,Actiniscaceae,1,2019.0,58.8683,565,1,41,266,258
427,Actiniscaceae,1,2020.0,58.3125,565,2,41,266,258
599,Ahnfeltiaceae,1,1973.0,51.733,840,6,0,834,6
600,Ahnfeltiaceae,1,1974.0,53.4174,840,4,0,834,6
601,Ahnfeltiaceae,1,1975.0,54.9847452645132,840,2,0,834,6
602,Ahnfeltiaceae,1,1977.0,50.56481,840,5,0,834,6
603,Ahnfeltiaceae,1,1978.0,51.654324069250286,840,13,0,834,6
604,Ahnfeltiaceae,1,1979.0,51.452365,840,4,0,834,6
605,Ahnfeltiaceae,1,1980.0,58.0028,840,3,0,834,6
606,Ahnfeltiaceae,1,1981.0,55.919425,840,14,0,834,6
607,Ahnfeltiaceae,1,1983.0,49.95198,840,27,0,834,6
608,Ahnfeltiaceae,1,1984.0,54.52662,840,25,0,834,6
609,Ahnfeltiaceae,1,1985.0,54.24681,840,41,0,834,6
610,Ahnfeltiaceae,1,1986.0,54.33939,840,39,0,834,6
611,Ahnfeltiaceae,1,1987.0,55.6292,840,22,0,834,6
612,Ahnfeltiaceae,1,1988.0,50.56933,840,15,0,834,6
613,Ahnfeltiaceae,1,1989.0,56.82153,840,7,0,834,6
614,Ahnfeltiaceae,1,1990.0,57.43805,840,7,0,834,6
615,Ahnfeltiaceae,1,1991.0,58.079035,840,6,0,834,6
616,Ahnfeltiaceae,1,1992.0,55.40661,840,21,0,834,6
617,Ahnfeltiaceae,1,1993.0,50.755185,840,16,0,834,6
618,Ahnfeltiaceae,1,1994.0,50.65635,840,32,0,834,6
619,Ahnfeltiaceae,1,1995.0,53.355935,840,12,0,834,6
620,Ahnfeltiaceae,1,1996.0,52.98304962377632,840,26,0,834,6
621,Ahnfeltiaceae,1,1997.0,56.13739,840,32,0,834,6
622,Ahnfeltiaceae,1,1998.0,52.730144,840,42,0,834,6
623,Ahnfeltiaceae,1,1999.0,52.75312280191883,840,51,0,834,6
624,Ahnfeltiaceae,1,2000.0,51.637481988070206,840,3,0,834,6
625,Ahnfeltiaceae,1,2001.0,51.55839480181373,840,3,0,834,6
626,Ahnfeltiaceae,1,2002.0,54.11316,840,10,0,834,6
627,Ahnfeltiaceae,1,2003.0,53.41686,840,7,0,834,6
628,Ahnfeltiaceae,1,2004.0,51.5460033878465,840,8,0,834,6
629,Ahnfeltiaceae,1,2005.0,52.63159,840,3,0,834,6
630,Ahnfeltiaceae,1,2006.0,50.30815,840,7,0,834,6
631,Ahnfeltiaceae,1,2007.0,52.215185702596784,840,27,0,834,6
632,Ahnfeltiaceae,1,2008.0,50.873345,840,16,0,834,6
633,Ahnfeltiaceae,1,2009.0,52.83493,840,11,0,834,6
634,Ahnfeltiaceae,1,2010.0,50.55417,840,21,0,834,6
635,Ahnfeltiaceae,1,2011.0,52.835115,840,28,0,834,6
636,Ahnfeltiaceae,1,2012.0,58.210117,840,96,0,834,6
637,Ahnfeltiaceae,1,2013.0,52.83466,840,18,0,834,6
638,Ahnfeltiaceae,1,2014.0,50.873345,840,14,0,834,6
639,Ahnfeltiaceae,1,2015.0,52.83349,840,19,0,834,6
640,Ahnfeltiaceae,1,2016.0,52.944915,840,20,0,834,6
641,Ahnfeltiaceae,1,2017.0,52.87342,840,16,0,834,6
642,Ahnfeltiaceae,1,2018.0,52.945735,840,30,0,834,6
643,Ahnfeltiaceae,1,2019.0,52.94787,840,11,0,834,6
725,Alariaceae,1,1974.0,60.16073,1255,45,0,1056,199
726,Alariaceae,1,1975.0,51.47709,1255,1,0,1056,199
727,Alariaceae,1,1976.0,54.9847452645132,1255,2,0,1056,199
728,Alariaceae,1,1977.0,51.831131,1255,20,0,1056,199
729,Alariaceae,1,1978.0,54.004556,1255,37,0,1056,199
730,Alariaceae,1,1979.0,54.639663,1255,28,0,1056,199
731,Alariaceae,1,1980.0,58.04236,1255,22,0,1056,199
732,Alariaceae,1,1981.0,60.13014,1255,35,0,1056,199
733,Alariaceae,1,1982.0,55.759965,1255,44,0,1056,199
734,Alariaceae,1,1983.0,51.72984,1255,65,0,1056,199
735,Alariaceae,1,1984.0,55.22299,1255,20,0,1056,199
736,Alariaceae,1,1985.0,55.135475,1255,30,0,1056,199
737,Alariaceae,1,1986.0,56.688965,1255,8,0,1056,199
738,Alariaceae,1,1987.0,55.73798,1255,89,0,1056,199
739,Alariaceae,1,1988.0,57.59667,1255,31,0,1056,199
740,Alariaceae,1,1989.0,56.364065,1255,6,0,1056,199
741,Alariaceae,1,1990.0,57.983555,1255,6,0,1056,199
742,Alariaceae,1,1991.0,57.636895,1255,8,0,1056,199
743,Alariaceae,1,1992.0,55.92329,1255,31,0,1056,199
744,Alariaceae,1,1993.0,57.04184186981081,1255,20,0,1056,199
745,Alariaceae,1,1994.0,56.64231,1255,23,0,1056,199
746,Alariaceae,1,1995.0,57.581735,1255,16,0,1056,199
747,Alariaceae,1,1996.0,57.96822,1255,67,0,1056,199
748,Alariaceae,1,1997.0,59.026815,1255,66,0,1056,199
749,Alariaceae,1,1998.0,51.72115013218463,1255,13,0,1056,199
750,Alariaceae,1,1999.0,51.868212670617794,1255,9,0,1056,199
751,Alariaceae,1,2000.0,57.61664,1255,3,0,1056,199
752,Alariaceae,1,2001.0,56.65282,1255,9,0,1056,199
753,Alariaceae,1,2002.0,55.63517,1255,22,0,1056,199
754,Alariaceae,1,2003.0,60.31384988355984,1255,59,0,1056,199
755,Alariaceae,1,2004.0,52.89134,1255,11,0,1056,199
756,Alariaceae,1,2005.0,56.30736,1255,26,0,1056,199
757,Alariaceae,1,2006.0,55.105925,1255,16,0,1056,199
758,Alariaceae,1,2007.0,54.39083,1255,17,0,1056,199
759,Alariaceae,1,2008.0,59.22492778953545,1255,35,0,1056,199
760,Alariaceae,1,2009.0,55.040545,1255,44,0,1056,199
761,Alariaceae,1,2010.0,53.58878,1255,40,0,1056,199
762,Alariaceae,1,2011.0,51.70262,1255,41,0,1056,199
763,Alariaceae,1,2012.0,54.442915,1255,34,0,1056,199
764,Alariaceae,1,2013.0,54.381945,1255,30,0,1056,199
765,Alariaceae,1,2014.0,54.06304,1255,23,0,1056,199
766,Alariaceae,1,2015.0,54.437915,1255,16,0,1056,199
767,Alariaceae,1,2016.0,57.367425,1255,32,0,1056,199
768,Alariaceae,1,2017.0,50.60863,1255,21,0,1056,199
769,Alariaceae,1,2018.0,55.29053,1255,21,0,1056,199
770,Alariaceae,1,2019.0,54.5664,1255,13,0,1056,199
1186,Amphidiniaceae,1,1970.0,61.128,14665,15,46,12495,2124
1187,Amphidiniaceae,1,1971.0,34.06666666666667,14665,2,46,12495,2124
1188,Amphidiniaceae,1,1972.0,34.44166666666666,14665,4,46,12495,2124
1189,Amphidiniaceae,1,1973.0,34.2,14665,5,46,12495,2124
1190,Amphidiniaceae,1,1974.0,60.48369,14665,1,46,12495,2124
1191,Amphidiniaceae,1,1975.0,46.64,14665,6,46,12495,2124
1192,Amphidiniaceae,1,1976.0,34.13333333333333,14665,5,46,12495,2124
1193,Amphidiniaceae,1,1977.0,51.268055555556,14665,87,46,12495,2124
1194,Amphidiniaceae,1,1978.0,51.268055555556,14665,109,46,12495,2124
1195,Amphidiniaceae,1,1979.0,59.828333,14665,59,46,12495,2124
1196,Amphidiniaceae,1,1980.0,57.305,14665,124,46,12495,2124
1197,Amphidiniaceae,1,1981.0,58.583333,14665,65,46,12495,2124
1198,Amphidiniaceae,1,1982.0,60.063,14665,68,46,12495,2124
1199,Amphidiniaceae,1,1983.0,59.033333,14665,137,46,12495,2124
1200,Amphidiniaceae,1,1984.0,59.85,14665,89,46,12495,2124
1201,Amphidiniaceae,1,1985.0,60.08,14665,78,46,12495,2124
1202,Amphidiniaceae,1,1986.0,60.08,14665,53,46,12495,2124
1203,Amphidiniaceae,1,1987.0,53.2196165,14665,34,46,12495,2124
1204,Amphidiniaceae,1,1988.0,59.633333,14665,80,46,12495,2124
1205,Amphidiniaceae,1,1989.0,58.803,14665,85,46,12495,2124
1206,Amphidiniaceae,1,1990.0,54.149444,14665,155,46,12495,2124
1207,Amphidiniaceae,1,1991.0,58.58333,14665,143,46,12495,2124
1208,Amphidiniaceae,1,1992.0,51.79263779,14665,252,46,12495,2124
1209,Amphidiniaceae,1,1993.0,51.65212799,14665,238,46,12495,2124
1210,Amphidiniaceae,1,1994.0,54.719167,14665,196,46,12495,2124
1211,Amphidiniaceae,1,1995.0,54.719167,14665,261,46,12495,2124
1212,Amphidiniaceae,1,1996.0,54.415556,14665,308,46,12495,2124
1213,Amphidiniaceae,1,1997.0,53.56028637,14665,259,46,12495,2124
1214,Amphidiniaceae,1,1998.0,45.96864,14665,343,46,12495,2124
1215,Amphidiniaceae,1,1999.0,55.25,14665,320,46,12495,2124
1216,Amphidiniaceae,1,2000.0,58.803,14665,323,46,12495,2124
1217,Amphidiniaceae,1,2001.0,57.33333,14665,242,46,12495,2124
1218,Amphidiniaceae,1,2002.0,56.66667,14665,290,46,12495,2124
1219,Amphidiniaceae,1,2003.0,56.66665,14665,385,46,12495,2124
1220,Amphidiniaceae,1,2004.0,58.216667,14665,389,46,12495,2124
1221,Amphidiniaceae,1,2005.0,55.9985835,14665,354,46,12495,2124
1222,Amphidiniaceae,1,2006.0,56.7616685,14665,380,46,12495,2124
1223,Amphidiniaceae,1,2007.0,57.30333,14665,432,46,12495,2124
1224,Amphidiniaceae,1,2008.0,56.565,14665,556,46,12495,2124
1225,Amphidiniaceae,1,2009.0,56.565,14665,530,46,12495,2124
1226,Amphidiniaceae,1,2010.0,57.6675,14665,568,46,12495,2124
1227,Amphidiniaceae,1,2011.0,58.2,14665,810,46,12495,2124
1228,Amphidiniaceae,1,2012.0,57.314983,14665,947,46,12495,2124
1229,Amphidiniaceae,1,2013.0,57.3149915,14665,834,46,12495,2124
1230,Amphidiniaceae,1,2014.0,58.2666415,14665,834,46,12495,2124
1231,Amphidiniaceae,1,2015.0,58.58333,14665,1081,46,12495,2124
1232,Amphidiniaceae,1,2016.0,57.33333,14665,908,46,12495,2124
1233,Amphidiniaceae,1,2017.0,56.6666,14665,502,46,12495,2124
1234,Amphidiniaceae,1,2018.0,57.67883,14665,374,46,12495,2124
1235,Amphidiniaceae,1,2019.0,58.23,14665,275,46,12495,2124
1236,Amphidiniaceae,1,2020.0,58.23,14665,70,46,12495,2124
1237,Amphidomataceae,1,1982.0,50.0,1237,1,7,1224,6
1238,Amphidomataceae,1,1985.0,27.28333,1237,1,7,1224,6
1239,Amphidomataceae,1,1988.0,52.62148,1237,1,7,1224,6
1240,Amphidomataceae,1,1989.0,52.61827,1237,1,7,1224,6
1241,Amphidomataceae,1,1990.0,47.9115,1237,28,7,1224,6
1242,Amphidomataceae,1,1991.0,56.838705,1237,6,7,1224,6
1243,Amphidomataceae,1,1994.0,42.917555,1237,8,7,1224,6
1244,Amphidomataceae,1,1998.0,42.60926,1237,32,7,1224,6
1245,Amphidomataceae,1,1999.0,50.25,1237,7,7,1224,6
1246,Amphidomataceae,1,2000.0,54.719167,1237,1,7,1224,6
1247,Amphidomataceae,1,2001.0,50.25,1237,28,7,1224,6
1248,Amphidomataceae,1,2002.0,54.719167,1237,32,7,1224,6
1249,Amphidomataceae,1,2003.0,54.415556,1237,30,7,1224,6
1250,Amphidomataceae,1,2004.0,54.415556,1237,47,7,1224,6
1251,Amphidomataceae,1,2005.0,54.415556,1237,65,7,1224,6
1252,Amphidomataceae,1,2006.0,54.0516665,1237,64,7,1224,6
1253,Amphidomataceae,1,2007.0,50.25,1237,22,7,1224,6
1254,Amphidomataceae,1,2008.0,54.415556,1237,83,7,1224,6
1255,Amphidomataceae,1,2009.0,54.719167,1237,107,7,1224,6
1256,Amphidomataceae,1,2010.0,54.415556,1237,61,7,1224,6
1257,Amphidomataceae,1,2011.0,55.172222,1237,81,7,1224,6
1258,Amphidomataceae,1,2012.0,56.565,1237,55,7,1224,6
1259,Amphidomataceae,1,2013.0,54.61034,1237,81,7,1224,6
1260,Amphidomataceae,1,2014.0,54.415556,1237,45,7,1224,6
1261,Amphidomataceae,1,2015.0,57.3033,1237,40,7,1224,6
1262,Amphidomataceae,1,2016.0,54.133750000000006,1237,70,7,1224,6
1263,Amphidomataceae,1,2017.0,54.415556,1237,82,7,1224,6
1264,Amphidomataceae,1,2018.0,57.6675,1237,73,7,1224,6
1265,Amphidomataceae,1,2019.0,57.9196,1237,57,7,1224,6
1266,Amphidomataceae,1,2020.0,58.29375,1237,28,7,1224,6
1523,Anaulaceae,1,1994.0,53.40227194,2441,13,1,2440,0
1524,Anaulaceae,1,1995.0,53.144518535,2441,26,1,2440,0
1525,Anaulaceae,1,1996.0,53.30541477,2441,23,1,2440,0
1526,Anaulaceae,1,1997.0,51.869722,2441,80,1,2440,0
1527,Anaulaceae,1,1998.0,51.869722,2441,142,1,2440,0
1528,Anaulaceae,1,1999.0,52.302222,2441,80,1,2440,0
1529,Anaulaceae,1,2000.0,51.869722,2441,169,1,2440,0
1530,Anaulaceae,1,2001.0,52.261389,2441,163,1,2440,0
1531,Anaulaceae,1,2002.0,51.869722,2441,183,1,2440,0
1532,Anaulaceae,1,2003.0,52.261389,2441,142,1,2440,0
1533,Anaulaceae,1,2004.0,52.302222,2441,163,1,2440,0
1534,Anaulaceae,1,2005.0,52.261389,2441,129,1,2440,0
1535,Anaulaceae,1,2006.0,52.261389,2441,152,1,2440,0
1536,Anaulaceae,1,2007.0,52.302222,2441,118,1,2440,0
1537,Anaulaceae,1,2008.0,52.9836223,2441,97,1,2440,0
1538,Anaulaceae,1,2009.0,52.9836223,2441,79,1,2440,0
1539,Anaulaceae,1,2010.0,53.461111,2441,138,1,2440,0
1540,Anaulaceae,1,2011.0,53.40227194,2441,138,1,2440,0
1541,Anaulaceae,1,2012.0,53.566111,2441,82,1,2440,0
1542,Anaulaceae,1,2013.0,53.566111,2441,93,1,2440,0
1543,Anaulaceae,1,2014.0,54.093333,2441,83,1,2440,0
1544,Anaulaceae,1,2015.0,53.30541477,2441,40,1,2440,0
1545,Anaulaceae,1,2016.0,53.30541477,2441,33,1,2440,0
1546,Anaulaceae,1,2017.0,53.30541477,2441,33,1,2440,0
1547,Anaulaceae,1,2018.0,53.05399597,2441,42,1,2440,0
1825,Aphanothecaceae,1,1979.0,55.25,7116,1,0,5614,1502
1826,Aphanothecaceae,1,1980.0,60.114,7116,1,0,5614,1502
1827,Aphanothecaceae,1,1981.0,55.4333335,7116,8,0,5614,1502
1828,Aphanothecaceae,1,1982.0,55.0,7116,15,0,5614,1502
1829,Aphanothecaceae,1,1983.0,55.866667,7116,12,0,5614,1502
1830,Aphanothecaceae,1,1984.0,55.0,7116,16,0,5614,1502
1831,Aphanothecaceae,1,1985.0,55.0,7116,10,0,5614,1502
1832,Aphanothecaceae,1,1986.0,55.0,7116,3,0,5614,1502
1833,Aphanothecaceae,1,1987.0,55.0,7116,3,0,5614,1502
1834,Aphanothecaceae,1,1988.0,55.8333335,7116,2,0,5614,1502
1835,Aphanothecaceae,1,1989.0,55.4333335,7116,8,0,5614,1502
1836,Aphanothecaceae,1,1990.0,60.03354,7116,9,0,5614,1502
1837,Aphanothecaceae,1,1991.0,60.34365,7116,11,0,5614,1502
1838,Aphanothecaceae,1,1992.0,65.13382,7116,13,0,5614,1502
1839,Aphanothecaceae,1,1993.0,58.8168335,7116,20,0,5614,1502
1840,Aphanothecaceae,1,1994.0,59.546667,7116,14,0,5614,1502
1841,Aphanothecaceae,1,1995.0,59.5468335,7116,10,0,5614,1502
1842,Aphanothecaceae,1,1996.0,59.45,7116,17,0,5614,1502
1843,Aphanothecaceae,1,1997.0,58.58333,7116,15,0,5614,1502
1844,Aphanothecaceae,1,1998.0,58.58333,7116,53,0,5614,1502
1845,Aphanothecaceae,1,1999.0,58.803,7116,159,0,5614,1502
1846,Aphanothecaceae,1,2000.0,58.342,7116,96,0,5614,1502
1847,Aphanothecaceae,1,2001.0,58.803,7116,123,0,5614,1502
1848,Aphanothecaceae,1,2002.0,59.475,7116,84,0,5614,1502
1849,Aphanothecaceae,1,2003.0,59.633,7116,129,0,5614,1502
1850,Aphanothecaceae,1,2004.0,59.583333,7116,283,0,5614,1502
1851,Aphanothecaceae,1,2005.0,59.475,7116,108,0,5614,1502
1852,Aphanothecaceae,1,2006.0,59.8468335,7116,152,0,5614,1502
1853,Aphanothecaceae,1,2007.0,59.4821,7116,256,0,5614,1502
1854,Aphanothecaceae,1,2008.0,59.475,7116,292,0,5614,1502
1855,Aphanothecaceae,1,2009.0,59.407,7116,335,0,5614,1502
1856,Aphanothecaceae,1,2010.0,58.583333,7116,533,0,5614,1502
1857,Aphanothecaceae,1,2011.0,59.0633,7116,740,0,5614,1502
1858,Aphanothecaceae,1,2012.0,58.58333,7116,814,0,5614,1502
1859,Aphanothecaceae,1,2013.0,58.5612,7116,489,0,5614,1502
1860,Aphanothecaceae,1,2014.0,58.80317,7116,371,0,5614,1502
1861,Aphanothecaceae,1,2015.0,58.58333,7116,814,0,5614,1502
1862,Aphanothecaceae,1,2016.0,58.58333,7116,759,0,5614,1502
1863,Aphanothecaceae,1,2017.0,59.08473,7116,165,0,5614,1502
1864,Aphanothecaceae,1,2018.0,59.870785,7116,96,0,5614,1502
1865,Aphanothecaceae,1,2019.0,58.58333,7116,72,0,5614,1502
1866,Aphanothecaceae,1,2020.0,58.8683,7116,5,0,5614,1502
2556,Asterolampraceae,1,1970.0,33.93333333333333,265,3,91,174,0
2557,Asterolampraceae,1,1971.0,34.06666666666667,265,1,91,174,0
2558,Asterolampraceae,1,1972.0,34.475,265,4,91,174,0
2559,Asterolampraceae,1,1973.0,34.2,265,2,91,174,0
2560,Asterolampraceae,1,1974.0,34.1,265,1,91,174,0
2561,Asterolampraceae,1,1976.0,33.93333333333333,265,3,91,174,0
2562,Asterolampraceae,1,1977.0,4.3833,265,6,91,174,0
2563,Asterolampraceae,1,1979.0,8.06665,265,6,91,174,0
2564,Asterolampraceae,1,1981.0,39.883300000000006,265,4,91,174,0
2565,Asterolampraceae,1,1984.0,24.25,265,25,91,174,0
2566,Asterolampraceae,1,1988.0,59.2393,265,10,91,174,0
2567,Asterolampraceae,1,1990.0,18.0,265,13,91,174,0
2568,Asterolampraceae,1,1991.0,56.838705,265,6,91,174,0
2569,Asterolampraceae,1,1993.0,23.296785,265,12,91,174,0
2570,Asterolampraceae,1,1995.0,5.3564,265,1,91,174,0
2571,Asterolampraceae,1,1997.0,43.34781,265,4,91,174,0
2572,Asterolampraceae,1,2000.0,43.7022,265,1,91,174,0
2573,Asterolampraceae,1,2001.0,43.7022,265,6,91,174,0
2574,Asterolampraceae,1,2002.0,48.771667,265,3,91,174,0
2575,Asterolampraceae,1,2003.0,43.7022,265,8,91,174,0
2576,Asterolampraceae,1,2004.0,46.95773,265,6,91,174,0
2577,Asterolampraceae,1,2005.0,45.7998,265,7,91,174,0
2578,Asterolampraceae,1,2006.0,43.7022,265,5,91,174,0
2579,Asterolampraceae,1,2007.0,48.771667,265,5,91,174,0
2580,Asterolampraceae,1,2008.0,51.526,265,1,91,174,0
2581,Asterolampraceae,1,2009.0,43.08732,265,1,91,174,0
2582,Asterolampraceae,1,2010.0,45.89696,265,2,91,174,0
2583,Asterolampraceae,1,2011.0,47.8334,265,9,91,174,0
2584,Asterolampraceae,1,2012.0,47.8334,265,7,91,174,0
2585,Asterolampraceae,1,2013.0,43.079,265,12,91,174,0
2586,Asterolampraceae,1,2014.0,45.62886665,265,8,91,174,0
2587,Asterolampraceae,1,2015.0,43.51833333,265,19,91,174,0
2588,Asterolampraceae,1,2016.0,43.45565,265,20,91,174,0
2589,Asterolampraceae,1,2017.0,46.00595,265,43,91,174,0
2590,Asterolampraceae,1,2018.0,43.45565,265,1,91,174,0
2684,Attheyaceae,1,1989.0,55.8025,616,1,0,600,16
2685,Attheyaceae,1,1992.0,58.324085,616,2,0,600,16
2686,Attheyaceae,1,1995.0,57.67817,616,1,0,600,16
